status,employee,industry,manager,age
No growth,30,Food,15,16
No growth,11,Food,38,25
No growth,5,Services,45,67
No growth,45,Services,8,34
No growth,40,Food,55,43
Growth,26,Food,20,21
Growth,7,Food,23,27
Growth,33,Food,20,50
No growth,6,Services,35,20
No growth,28,Food,2,48
No growth,4,Services,30,26
No growth,20,Services,32,10
No growth,20,Food,26,28
No growth,18,Food,45,64
Growth,8,Food,27,54
No growth,10,Services,43,44
No growth,25,Services,3,35
Growth,50,Food,15,152
No growth,3,Food,40,14
No growth,5,Services,14,25
Growth,5,Food,50,60
No growth,1,Services,30,27
No growth,7,Food,40,39
No growth,4,Services,25,18
No growth,7,Services,29,39
No growth,30,Services,38,38
No growth,8,Food,30,40
No growth,12,Food,30,18
No growth,10,Services,20,17
Growth,380,Food,42,72
No growth,6,Services,20,17
No growth,50,Services,50,50
No growth,20,Services,13,21
No growth,150,Services,30,27
No growth,15,Food,26,116
Growth,45,Food,52,77
No growth,100,Services,8,28
No growth,5,Services,12,13
Growth,80,Manufacturing,22,23
No growth,16,Services,12,7
Growth,21,Manufacturing,5,5
Growth,10,Retail,14,15
Growth,18,Manufacturing,13,15
Growth,5,Manufacturing,10,12
Growth,31,Retail,27,29
No growth,23,Services,23,16
Growth,80,Manufacturing,21,23
Growth,27,Manufacturing,15,18
Growth,200,Services,15,3
Growth,32,Retail,20,22
Growth,60,Manufacturing,25,26
Growth,5,Manufacturing,3,10
No growth,10,Manufacturing,40,29
Growth,250,Manufacturing,26,28
Growth,190,Manufacturing,25,29
No growth,120,Services,2,19
No growth,22,Manufacturing,2,25
No growth,140,Manufacturing,26,28
Growth,140,Manufacturing,8,16
Growth,83,Manufacturing,24,25
Growth,37,Manufacturing,5,6
Growth,11,Manufacturing,24,16
No growth,8,Services,12,13
No growth,80,Services,23,24
Growth,87,Manufacturing,16,20
No growth,153,Manufacturing,25,102
Growth,269,Manufacturing,5,27
No growth,8,Retail,26,27
No growth,5,Retail,42,21
Growth,310,Manufacturing,25,8
No growth,2,Retail,28,10
No growth,5,Services,15,6
Growth,22,Retail,15,17
No growth,60,Manufacturing,27,28
Growth,13,Manufacturing,30,16
No growth,32,Retail,20,5
Growth,9,Manufacturing,27,29
Growth,5,Manufacturing,30,29
No growth,17,Services,21,23
Growth,600,Manufacturing,15,25
No growth,9,Retail,20,21
Growth,10,Manufacturing,2,25
No growth,31,Manufacturing,25,27
Growth,50,Retail,13,14
Growth,28,Manufacturing,26,28
No growth,12,Services,15,16
No growth,38,Services,21,26
Growth,460,Manufacturing,25,68
No growth,6,Services,20,23
Growth,627,Manufacturing,21,22
Growth,80,Manufacturing,25,23
No growth,3,Retail,27,28
Growth,96,Manufacturing,12,13
No growth,8,Services,12,14
Growth,110,Services,21,6
Growth,240,Manufacturing,5,91
No growth,25,Services,12,23
Growth,29,Retail,17,18
No growth,9,Retail,57,27
No growth,87,Manufacturing,20,25
No growth,5,Retail,18,20
Growth,560,Manufacturing,19,23
No growth,7,Retail,22,15
Growth,15,Manufacturing,5,29
No growth,12,Retail,19,21
No growth,8,Manufacturing,22,24
Growth,20,Manufacturing,25,10
No growth,32,Retail,18,25
Growth,30,Manufacturing,23,24
No growth,5,Retail,9,9
Growth,410,Services,15,4
No growth,41,Manufacturing,1,113
No growth,25,Manufacturing,32,26
No growth,10,Retail,26,27
Growth,300,Manufacturing,25,10
Growth,119,Manufacturing,5,18
No growth,5,Retail,25,26
Growth,100,Services,8,9
Growth,14,Manufacturing,23,24
Growth,155,Services,26,27
Growth,140,Services,4,28
Growth,5,Retail,10,12
Growth,5,Manufacturing,24,25
No growth,110,Manufacturing,15,26
No growth,5,Services,10,11
No growth,200,Manufacturing,20,55
Growth,108,Manufacturing,5,24
No growth,206,Manufacturing,27,28
Growth,160,Manufacturing,37,76
Growth,5,Manufacturing,23,26
Growth,110,Manufacturing,20,18
No growth,5,Retail,21,23
No growth,19,Manufacturing,21,22
Growth,25,Retail,15,22
No growth,130,Services,53,70
Growth,153,Manufacturing,25,24
Growth,27,Manufacturing,21,22
Growth,420,Manufacturing,23,17
Growth,32,Manufacturing,8,9
No growth,15,Retail,21,22
Growth,106,Manufacturing,3,26
No growth,225,Retail,5,19
No growth,17,Services,13,29
No growth,21,Manufacturing,15,23
No growth,22,Retail,28,29
No growth,167,Services,8,19
Growth,340,Manufacturing,40,9
Growth,99,Manufacturing,20,9
No growth,33,Retail,27,28
No growth,150,Services,40,28
Growth,295,Manufacturing,27,28
Growth,100,Manufacturing,22,24
Growth,11,Manufacturing,31,11
Growth,10,Manufacturing,10,11
No growth,37,Manufacturing,24,25
Growth,170,Services,23,13
Growth,176,Manufacturing,6,23
No growth,240,Manufacturing,15,28
Growth,61,Manufacturing,16,18
No growth,19,Retail,13,14
Growth,31,Manufacturing,7,8
Growth,365,Manufacturing,9,15
Growth,150,Manufacturing,14,21
No growth,8,Services,25,19
No growth,21,Retail,25,26
No growth,8,Services,15,6
Growth,100,Manufacturing,25,27
Growth,110,Retail,26,27
No growth,8,Services,25,24
No growth,8,Retail,8,9
Growth,70,Manufacturing,20,23
No growth,3,Manufacturing,21,23
Growth,109,Manufacturing,20,20
No growth,73,Manufacturing,23,25
Growth,200,Manufacturing,12,65
No growth,5,Retail,13,12
No growth,23,Services,50,24
Growth,26,Retail,18,19
No growth,203,Manufacturing,1,23
Growth,6,Manufacturing,23,25
Growth,100,Services,30,15
No growth,144,Services,26,27
Growth,240,Manufacturing,24,13
Growth,145,Services,26,29
No growth,4,Manufacturing,27,28
No growth,21,Manufacturing,20,29
Growth,19,Manufacturing,25,29
Growth,200,Manufacturing,20,18
No growth,5,Retail,1,8
Growth,44,Manufacturing,25,27
Growth,418,Retail,26,28
Growth,11,Manufacturing,24,25
Growth,150,Manufacturing,15,14
Growth,152,Manufacturing,15,16
Growth,800,Manufacturing,25,27
Growth,200,Manufacturing,1,16
No growth,10,Retail,18,20
No growth,200,Manufacturing,42,29
Growth,35,Manufacturing,25,17
Growth,15,Manufacturing,23,18
Growth,289,Manufacturing,11,16
No growth,8,Services,17,9
Growth,55,Manufacturing,22,10
Growth,6,Manufacturing,15,12
Growth,14,Manufacturing,6,74
Growth,5,Retail,18,19
No growth,8,Retail,25,19
Growth,6,Manufacturing,28,6
No growth,15,Manufacturing,24,24
Growth,40,Retail,15,20
No growth,21,Retail,21,22
Growth,15,Manufacturing,20,21
No growth,3,Services,30,31
Growth,145,Manufacturing,16,17
No growth,13,Services,7,19
Growth,105,Manufacturing,17,53
Growth,6,Manufacturing,15,11
No growth,7,Retail,19,28
No growth,15,Retail,20,22
Growth,40,Manufacturing,26,28
Growth,116,Manufacturing,25,26
Growth,24,Manufacturing,5,12
No growth,6,Services,10,14
Growth,17,Manufacturing,1,20
No growth,9,Retail,27,28
Growth,260,Manufacturing,20,17
Growth,23,Manufacturing,25,26
Growth,116,Manufacturing,26,27
No growth,20,Services,35,29
Growth,45,Manufacturing,14,12
Growth,131,Services,24,25
No growth,6,Retail,20,6
Growth,280,Manufacturing,1,59
Growth,600,Services,27,28
Growth,51,Manufacturing,45,71
Growth,43,Manufacturing,41,51
Growth,27,Manufacturing,23,25
Growth,233,Manufacturing,28,29
No growth,75,Manufacturing,31,28
Growth,7,Manufacturing,30,25
No growth,6,Manufacturing,30,33
Growth,30,Manufacturing,31,24
Growth,40,Manufacturing,30,10
No growth,5,Manufacturing,60,71
Growth,47,Manufacturing,50,113
Growth,20,Manufacturing,33,34
Growth,10,Manufacturing,33,26
Growth,25,Manufacturing,25,27
No growth,40,Manufacturing,60,62
Growth,10,Manufacturing,17,15
Growth,34,Manufacturing,20,38
Growth,536,Manufacturing,30,59
Growth,25,Manufacturing,25,25
No growth,18,Manufacturing,40,22
Growth,6,Manufacturing,35,27
Growth,5,Manufacturing,33,17
Growth,50,Manufacturing,25,12
No growth,25,Manufacturing,45,47
Growth,72,Manufacturing,35,24
No growth,1200,Manufacturing,30,49
Growth,20,Manufacturing,23,19
Growth,13,Manufacturing,30,20
Growth,8,Manufacturing,40,26
Growth,44,Manufacturing,14,16
Growth,10,Manufacturing,25,7
Growth,17,Manufacturing,20,25
Growth,5,Manufacturing,28,30
Growth,23,Manufacturing,30,37
Growth,52,Manufacturing,25,28
Growth,17,Manufacturing,32,33
No growth,18,Manufacturing,28,30
No growth,78,Manufacturing,40,42
Growth,43,Manufacturing,40,60
Growth,14,Manufacturing,36,38
Growth,18,Manufacturing,20,18
Growth,82,Manufacturing,45,30
Growth,16,Manufacturing,32,33
Growth,13,Manufacturing,12,46
Growth,25,Manufacturing,30,11
Growth,24,Manufacturing,38,62
Growth,13,Manufacturing,10,4
Growth,43,Manufacturing,50,52
No growth,428,Manufacturing,20,46
No growth,47,Manufacturing,35,50
Growth,7,Manufacturing,28,31
Growth,12,Manufacturing,50,52
Growth,8,Manufacturing,3,4
No growth,25,Manufacturing,48,30
Growth,8,Manufacturing,40,23
No growth,6,Manufacturing,29,36
Growth,17,Manufacturing,40,54
Growth,15,Manufacturing,3,32
No growth,7,Manufacturing,47,31
Growth,11,Manufacturing,30,24
Growth,6,Manufacturing,45,11
Growth,17,Manufacturing,44,46
Growth,16,Manufacturing,15,19
No growth,7,Manufacturing,40,22
Growth,129,Manufacturing,25,15
No growth,100,Manufacturing,37,38
Growth,5,Manufacturing,20,11
Growth,12,Manufacturing,20,24
Growth,46,Manufacturing,30,31
No growth,30,Manufacturing,35,33
Growth,100,Manufacturing,15,17
No growth,34,Manufacturing,27,54
Growth,62,Manufacturing,41,32
Growth,52,Manufacturing,15,34
Growth,15,Manufacturing,18,70
Growth,11,Manufacturing,30,10
Growth,22,Manufacturing,10,13
No growth,13,Services,24,25
Growth,140,Services,28,20
No growth,5,Retail,20,8
No growth,16,Services,16,20
No growth,2,Retail,4,19
Growth,96,Manufacturing,32,21
Growth,250,Manufacturing,6,7
Growth,91,Manufacturing,1,5
No growth,70,Services,45,22
Growth,5,Manufacturing,50,26
Growth,35,Manufacturing,50,15
No growth,20,Retail,10,22
No growth,8,Retail,2,31
No growth,9,Services,NA,18
No growth,1,Services,30,23
No growth,17,Retail,9,11
No growth,5,Services,13,7
No growth,38,Services,26,27
Growth,18,Manufacturing,23,18
No growth,70,Retail,42,28
No growth,12,Retail,43,27
No growth,50,Services,20,21
Growth,7,Manufacturing,11,13
No growth,58,Services,24,25
No growth,30,Retail,30,29
No growth,25,Manufacturing,23,24
Growth,25,Manufacturing,18,19
Growth,313,Manufacturing,15,16
No growth,160,Manufacturing,40,25
Growth,131,Manufacturing,22,14
Growth,1164,Manufacturing,18,19
No growth,38,Services,20,21
Growth,20,Manufacturing,17,18
No growth,10,Retail,19,21
Growth,8,Manufacturing,10,12
Growth,92,Services,10,27
No growth,55,Services,22,24
Growth,50,Retail,20,17
Growth,10,Manufacturing,25,17
No growth,9,Services,30,9
No growth,12,Services,22,18
Growth,45,Manufacturing,40,21
No growth,200,Manufacturing,42,25
Growth,1,Manufacturing,27,20
No growth,3,Retail,20,17
Growth,25,Manufacturing,45,22
Growth,10,Manufacturing,23,25
No growth,3,Manufacturing,25,31
Growth,24,Manufacturing,36,20
No growth,6,Retail,15,26
Growth,24,Manufacturing,15,3
No growth,21,Manufacturing,1,25
No growth,80,Manufacturing,19,76
Growth,15,Manufacturing,24,25
Growth,385,Manufacturing,26,28
No growth,200,Services,40,20
No growth,4,Services,20,22
Growth,99,Manufacturing,17,19
Growth,20,Manufacturing,40,3
No growth,24,Retail,11,19
Growth,150,Manufacturing,18,19
Growth,200,Services,17,8
Growth,35,Manufacturing,23,24
Growth,45,Manufacturing,10,8
Growth,40,Manufacturing,10,5
Growth,35,Manufacturing,15,20
Growth,580,Manufacturing,37,15
No growth,5,Services,12,18
No growth,4,Services,17,16
Growth,5,Manufacturing,13,15
Growth,30,Manufacturing,35,14
Growth,11,Manufacturing,26,28
Growth,8,Manufacturing,16,17
No growth,15,Retail,30,16
Growth,11,Manufacturing,13,14
No growth,14,Services,45,13
No growth,5,Services,15,7
No growth,9,Manufacturing,48,24
Growth,30,Manufacturing,25,24
No growth,9,Services,16,17
Growth,5,Manufacturing,11,7
Growth,138,Manufacturing,8,5
No growth,25,Manufacturing,25,23
Growth,183,Services,35,8
No growth,6,Services,50,15
Growth,23,Manufacturing,4,5
Growth,273,Manufacturing,20,11
No growth,67,Manufacturing,7,27
No growth,3,Retail,20,25
Growth,250,Manufacturing,30,3
Growth,113,Manufacturing,32,23
No growth,15,Services,7,26
No growth,68,Retail,14,15
Growth,730,Manufacturing,13,13
Growth,5,Manufacturing,45,25
Growth,26,Manufacturing,30,28
No growth,13,Retail,50,23
Growth,126,Services,9,27
Growth,39,Manufacturing,32,28
No growth,9,Services,20,15
Growth,6,Manufacturing,5,3
No growth,28,Retail,12,28
No growth,5,Retail,4,13
Growth,36,Manufacturing,19,25
No growth,16,Services,40,17
Growth,500,Manufacturing,15,8
Growth,37,Manufacturing,22,22
Growth,85,Manufacturing,30,14
Growth,50,Manufacturing,20,18
Growth,60,Manufacturing,25,16
Growth,400,Manufacturing,20,21
No growth,14,Retail,15,21
No growth,60,Services,3,21
Growth,120,Manufacturing,30,24
Growth,20,Manufacturing,25,13
Growth,68,Manufacturing,15,17
No growth,10,Services,4,13
Growth,18,Manufacturing,18,19
Growth,172,Services,10,27
Growth,360,Manufacturing,45,26
No growth,14,Retail,5,19
Growth,120,Manufacturing,15,12
Growth,12,Manufacturing,9,10
Growth,9,Manufacturing,21,23
Growth,726,Manufacturing,10,6
Growth,60,Manufacturing,10,9
Growth,250,Manufacturing,30,26
Growth,6,Manufacturing,20,10
No growth,35,Services,40,14
No growth,45,Manufacturing,20,45
Growth,158,Manufacturing,40,22
Growth,70,Manufacturing,15,16
No growth,89,Services,19,20
No growth,9,Retail,18,19
No growth,30,Services,14,19
No growth,5,Retail,20,22
Growth,157,Manufacturing,27,18
No growth,18,Manufacturing,40,25
No growth,36,Retail,20,27
Growth,6,Manufacturing,15,13
No growth,3,Services,16,18
No growth,20,Services,50,16
Growth,62,Manufacturing,13,14
No growth,6,Services,13,12
No growth,26,Services,26,27
No growth,5,Retail,22,29
Growth,211,Manufacturing,25,48
No growth,3,Retail,40,16
No growth,306,Manufacturing,33,21
No growth,3,Retail,35,25
No growth,15,Retail,23,24
Growth,117,Manufacturing,35,23
No growth,55,Services,16,24
Growth,215,Services,6,22
No growth,30,Retail,24,25
Growth,270,Manufacturing,15,17
Growth,5,Manufacturing,30,28
Growth,98,Manufacturing,32,26
No growth,6,Manufacturing,51,26
No growth,6,Retail,25,26
Growth,640,Services,20,13
Growth,432,Retail,15,16
No growth,10,Services,25,23
Growth,10,Manufacturing,11,12
No growth,500,Retail,35,30
Growth,150,Manufacturing,24,22
No growth,47,Services,7,25
No growth,95,Services,25,27
No growth,30,Manufacturing,23,25
No growth,8,Services,25,24
Growth,97,Manufacturing,30,20
Growth,14,Manufacturing,16,17
Growth,14,Manufacturing,15,6
Growth,3,Manufacturing,14,15
Growth,128,Services,30,16
No growth,6,Retail,38,25
No growth,5,Retail,19,20
Growth,121,Manufacturing,4,18
Growth,209,Services,8,22
Growth,150,Manufacturing,30,28
No growth,3,Services,40,26
No growth,6,Services,16,8
Growth,22,Manufacturing,25,22
Growth,250,Services,30,18
Growth,13,Manufacturing,16,18
No growth,182,Manufacturing,46,22
No growth,27,Retail,18,22
No growth,4,Retail,10,14
Growth,95,Manufacturing,12,13
Growth,110,Manufacturing,43,46
No growth,1,Services,6,12
No growth,20,Services,10,25
No growth,180,Services,15,18
No growth,26,Retail,36,24
Growth,130,Manufacturing,25,12
Growth,203,Manufacturing,37,76
Growth,600,Manufacturing,19,15
Growth,160,Services,8,26
Growth,36,Manufacturing,20,16
No growth,8,Retail,11,12
No growth,25,Services,26,27
No growth,5,Retail,10,20
No growth,5,Services,10,11
Growth,8,Manufacturing,15,17
No growth,110,Services,14,15
Growth,6,Manufacturing,19,22
No growth,11,Services,5,17
Growth,5,Manufacturing,11,12
No growth,4,Services,22,23
Growth,10,Manufacturing,8,9
Growth,75,Manufacturing,4,15
Growth,9,Manufacturing,10,11
Growth,6,Manufacturing,7,8
Growth,30,Manufacturing,20,22
Growth,200,Manufacturing,10,12
No growth,80,Services,18,64
Growth,13,Manufacturing,20,21
Growth,70,Manufacturing,17,22
No growth,75,Manufacturing,19,61
Growth,8,Manufacturing,17,15
No growth,21,Services,23,24
Growth,63,Manufacturing,8,9
No growth,43,Manufacturing,40,35
Growth,25,Manufacturing,12,24
Growth,142,Manufacturing,20,11
Growth,820,Manufacturing,38,39
Growth,119,Services,19,20
Growth,77,Manufacturing,12,22
No growth,5,Retail,8,10
Growth,220,Manufacturing,20,13
Growth,83,Manufacturing,20,23
Growth,25,Manufacturing,15,16
No growth,26,Retail,12,13
Growth,355,Manufacturing,20,62
No growth,5,Retail,11,12
Growth,18,Manufacturing,20,18
Growth,91,Manufacturing,3,20
No growth,219,Services,7,9
No growth,18,Services,13,14
Growth,110,Manufacturing,38,26
No growth,8,Manufacturing,26,30
Growth,10,Manufacturing,17,18
Growth,15,Manufacturing,10,15
No growth,8,Services,14,16
Growth,26,Manufacturing,11,12
No growth,5,Retail,14,15
Growth,866,Manufacturing,24,39
Growth,93,Manufacturing,15,16
No growth,9,Services,42,20
Growth,120,Manufacturing,24,28
No growth,20,Services,5,13
Growth,85,Manufacturing,10,24
No growth,5,Services,13,14
No growth,5,Services,19,20
Growth,5,Manufacturing,1,14
No growth,20,Services,27,28
No growth,5,Retail,17,19
No growth,8,Services,12,14
Growth,13,Manufacturing,13,15
No growth,50,Services,20,21
Growth,90,Manufacturing,12,19
Growth,294,Manufacturing,16,17
Growth,19,Manufacturing,30,23
No growth,30,Manufacturing,20,22
No growth,9,Services,6,23
No growth,23,Services,18,19
Growth,70,Manufacturing,29,29
Growth,450,Manufacturing,30,48
Growth,12,Manufacturing,10,11
No growth,12,Services,20,21
Growth,15,Manufacturing,10,12
Growth,20,Manufacturing,15,22
Growth,56,Manufacturing,6,7
Growth,80,Manufacturing,1,14
No growth,5,Retail,19,20
Growth,5,Manufacturing,17,19
No growth,12,Services,7,8
Growth,20,Manufacturing,25,27
No growth,181,Services,16,27
Growth,140,Services,10,19
No growth,5,Retail,3,9
Growth,360,Manufacturing,25,79
No growth,18,Services,18,19
No growth,30,Services,21,26
Growth,26,Manufacturing,30,22
No growth,14,Services,17,18
Growth,110,Manufacturing,28,9
Growth,100,Services,5,13
No growth,6,Retail,15,17
No growth,24,Services,20,21
Growth,24,Manufacturing,23,24
Growth,69,Manufacturing,19,13
No growth,8,Services,22,16
Growth,110,Manufacturing,18,10
Growth,10,Manufacturing,13,14
Growth,14,Manufacturing,27,21
No growth,1,Services,6,9
Growth,5,Manufacturing,13,15
No growth,68,Services,30,29
Growth,10,Manufacturing,3,15
No growth,9,Retail,25,26
